index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
212,,,rust monster,S_RUSTMONST,5,18,2,0,0,G_GENO|2,"ATTK(AT_TUCH,AD_RUST,0,0)","ATTK(AT_TUCH,AD_RUST,0,0)","ATTK(AT_NONE,AD_RUST,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,1000,250,MS_SILENT,MZ_MEDIUM,,,M1_SWIM|M1_NOHANDS|M1_ANIMAL|M1_METALLIVORE,M2_HOSTILE,M3_INFRAVISIBLE,3,-,-,-,8,8,55,
213,,,disenchanter,S_RUSTMONST,12,12,-10,0,-3,G_GENO|G_HELL|2,"ATTK(AT_CLAW,AD_ENCH,4,4)","ATTK(AT_NONE,AD_ENCH,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_GROWL,MZ_LARGE,,,M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE,4,-,-,-,14,14,253,
214,,,garter snake,S_SNAKE,1,8,8,0,0,G_GENO|G_LGROUP|1,"ATTK(AT_BITE,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,60,MS_HISS,MZ_TINY,,,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,,,2,-,-,-,3,3,2,
215,,,snake,S_SNAKE,4,15,3,0,0,G_GENO|2,"ATTK(AT_BITE,AD_DRST,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,3,-,-,-,6,6,28,MR_POISON=27
216,,,water moccasin,S_SNAKE,4,15,3,0,0,G_GENO|G_LGROUP|G_NOGEN|0,"ATTK(AT_BITE,AD_DRST,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,1,-,-,-,7,7,28,MR_POISON=27
217,,,python,S_SNAKE,6,3,5,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_TUCH,AD_PHYS,0,0)","ATTK(AT_HUGS,AD_WRAP,1,4)","ATTK(AT_HUGS,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_LARGE,,,M1_SWIM|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISION,5,-,-,-,8,8,52,
218,,,pit viper,S_SNAKE,6,15,2,0,0,G_GENO|1,"ATTK(AT_BITE,AD_DRST,1,4)","ATTK(AT_BITE,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,60,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISION,4,-,-,-,9,9,69,MR_POISON=40
219,,,cobra,S_SNAKE,6,18,2,0,0,G_GENO|1,"ATTK(AT_BITE,AD_DRST,2,4)","ATTK(AT_SPIT,AD_BLND,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,4,-,-,-,10,10,66,MR_POISON=40
220,,,troll,S_TROLL,7,12,4,0,-3,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,4,2)","ATTK(AT_CLAW,AD_PHYS,4,2)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,800,350,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_REGEN|M1_CARNIVORE,M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,3,-,-,-,9,9,55,
221,,,ice troll,S_TROLL,9,10,2,20,-3,G_GENO|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_COLD,2,6)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1000,300,MS_GRUNT,MZ_LARGE,MR_COLD,MR_COLD,M1_HUMANOID|M1_REGEN|M1_CARNIVORE,M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,-,-,12,12,160,MR_COLD=60
222,,,rock troll,S_TROLL,9,12,0,0,-3,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,300,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_REGEN|M1_CARNIVORE,M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,6,-,-,-,12,12,144,
223,,,water troll,S_TROLL,11,14,4,40,-3,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1200,350,MS_GRUNT,MZ_LARGE,,,M1_SWIM|M1_HUMANOID|M1_REGEN|M1_CARNIVORE,M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION|M3_INFRAVISIBLE,4,-,-,-,13,13,180,
224,,,Olog-hai,S_TROLL,13,12,-4,0,-7,G_GENO|1,"ATTK(AT_WEAP,AD_PHYS,3,6)","ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_BITE,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1500,400,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_REGEN|M1_CARNIVORE,M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,16,16,247,
225,,,umber hulk,S_UMBER,9,6,2,25,0,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_BITE,AD_PHYS,2,5)","ATTK(AT_GAZE,AD_CONF,0,0)",NO_ATTK,NO_ATTK,1200,500,MS_SILENT,MZ_LARGE,,,M1_TUNNEL|M1_CARNIVORE,M2_STRONG,M3_INFRAVISIBLE,3,-,-,-,12,12,149,
226,,,vampire,S_VAMPIRE,10,12,1,25,-8,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_DRLI,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_VAMPIRE,MZ_MEDIUM,MR_SLEEP|MR_POISON,,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_SHAPESHIFTER|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,12,12,277,
227,vampire lord,vampire lady,vampire leader,S_VAMPIRE,12,14,0,50,-9,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_BITE,AD_DRLI,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_VAMPIRE,MZ_MEDIUM,MR_SLEEP|MR_POISON,,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_LORD|M2_SHAPESHIFTER|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_INFRAVISIBLE,4,-,-,-,14,14,339,
228,,,Vlad the Impaler,S_VAMPIRE,28,26,-6,80,-10,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,2,10)","ATTK(AT_BITE,AD_DRLI,1,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_VAMPIRE,MZ_MEDIUM,MR_SLEEP|MR_POISON,,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_NOPOLY|M2_UNDEAD|M2_PRINCE|M2_SHAPESHIFTER|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG,M3_WANTSCAND|M3_WAITFORU|M3_INFRAVISIBLE,5,-,-,-,32,32,1117,
229,,,barrow wight,S_WRAITH,3,12,5,5,-3,G_NOCORPSE|G_GENO|1,"ATTK(AT_WEAP,AD_DRLI,0,0)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_TUCH,AD_COLD,1,4)",NO_ATTK,NO_ATTK,1200,0,MS_SPELL,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_HUMANOID,M2_UNDEAD|M2_HOSTILE|M2_STALK|M2_COLLECT,,7,-,-,-,8,8,87,
230,,,wraith,S_WRAITH,6,12,4,15,-6,G_GENO|2,"ATTK(AT_TUCH,AD_DRLI,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON|MR_STONE,,M1_FLY|M1_BREATHLESS|M1_HUMANOID|M1_UNSOLID,M2_UNDEAD|M2_HOSTILE|M2_STALK,,0,-,-,-,8,8,90,
231,,,Nazgul,S_WRAITH,13,12,0,25,-17,G_NOCORPSE|G_GENO|1,"ATTK(AT_WEAP,AD_DRLI,1,4)","ATTK(AT_BREA,AD_SLEE,2,25)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,0,MS_SPELL,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_HUMANOID|M1_SEE_INVIS,M2_NOPOLY|M2_UNDEAD|M2_MALE|M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT,,5,-,-,-,17,17,324,
232,,,xorn,S_XORN,8,9,-2,20,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,1200,700,MS_ROAR,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_STONE,MR_STONE,M1_WALLWALK|M1_BREATHLESS|M1_THICK_HIDE|M1_METALLIVORE,M2_HOSTILE|M2_STRONG,,3,-,-,-,11,11,91,MR_STONE=100
233,,,monkey,S_YETI,2,12,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_SITM,0,0)","ATTK(AT_BITE,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,50,MS_GROWL,MZ_SMALL,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE,,M3_INFRAVISIBLE,7,-,-,-,4,4,7,
234,,,ape,S_YETI,4,12,6,0,0,G_GENO|G_SGROUP|2,"ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_CLAW,AD_PHYS,1,3)","ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,1100,500,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,3,-,-,-,6,6,17,
235,,,owlbear,S_YETI,5,12,5,0,0,G_GENO|3,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_HUGS,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_ROAR,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_NASTY|M2_STRONG,M3_INFRAVISIBLE,3,-,-,-,7,7,64,
236,,,yeti,S_YETI,5,15,6,0,0,G_GENO|2,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,1600,700,MS_GROWL,MZ_LARGE,MR_COLD,MR_COLD,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,15,-,-,-,7,7,29,MR_COLD=33
237,,,carnivorous ape,S_YETI,6,12,6,0,0,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_HUGS,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,1250,550,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISIBLE,0,-,-,-,8,8,40,
238,,,sasquatch,S_YETI,7,15,6,0,2,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_KICK,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,1550,750,MS_GROWL,MZ_LARGE,,,M1_HUMANOID|M1_ANIMAL|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,7,-,-,-,9,9,53,
239,,,kobold zombie,S_ZOMBIE,0,6,10,0,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_GROAN,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_STALK,M3_INFRAVISION,3,-,-,-,1,1,1,
240,,,gnome zombie,S_ZOMBIE,1,6,10,0,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_GROAN,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GNOME|M2_HOSTILE|M2_STALK,M3_INFRAVISION,3,-,-,-,2,2,2,
241,,,orc zombie,S_ZOMBIE,2,6,9,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_GROAN,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_ORC|M2_HOSTILE|M2_STALK,M3_INFRAVISION,7,-,-,-,3,3,5,
242,,,dwarf zombie,S_ZOMBIE,2,6,9,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_GROAN,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_DWARF|M2_HOSTILE|M2_STALK,M3_INFRAVISION,1,-,-,-,3,3,5,
243,,,elf zombie,S_ZOMBIE,3,6,9,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,7)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,175,MS_GROAN,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_UNDEAD|M2_ELF|M2_HOSTILE|M2_STALK,M3_INFRAVISION,2,-,-,-,4,4,10,
244,,,human zombie,S_ZOMBIE,4,6,8,0,-3,G_NOCORPSE|G_GENO|G_SGROUP|1,"ATTK(AT_CLAW,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_GROAN,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_UNDEAD|M2_HOSTILE|M2_STALK,M3_INFRAVISION,15,-,-,-,5,5,17,
245,,,ettin zombie,S_ZOMBIE,6,8,6,0,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,10)","ATTK(AT_CLAW,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_GROAN,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_UNDEAD|M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION,4,-,-,-,7,7,37,
246,,,ghoul,S_ZOMBIE,3,6,10,0,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PLYS,1,2)","ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_UNDEAD|M2_HOSTILE|M2_WANDER,M3_INFRAVISION,0,-,-,-,5,5,13,
247,,,giant zombie,S_ZOMBIE,8,8,6,0,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_GROAN,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_UNDEAD|M2_GIANT|M2_HOSTILE|M2_STALK|M2_STRONG,M3_INFRAVISION,6,-,-,-,9,9,65,
248,,,skeleton,S_ZOMBIE,12,8,4,0,0,G_NOCORPSE|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_TUCH,AD_SLOW,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,300,5,MS_BONES,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON|MR_STONE,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_UNDEAD|M2_HOSTILE|M2_WANDER|M2_NASTY|M2_STRONG|M2_COLLECT,M3_INFRAVISION,15,-,-,-,14,14,299,
249,,,straw golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,2)","ATTK(AT_CLAW,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,11,-,-,-,4,4,10,
250,,,paper golem,S_GOLEM,3,12,10,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,15,-,-,-,4,4,10,
251,,,rope golem,S_GOLEM,4,9,8,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_CLAW,AD_PHYS,1,4)","ATTK(AT_HUGS,AD_PHYS,6,1)",NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,3,-,-,-,6,6,20,
252,,,gold golem,S_GOLEM,5,9,6,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,2,3)","ATTK(AT_CLAW,AD_PHYS,2,3)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,450,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_ACID,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_NEUTER|M2_HOSTILE,,11,-,-,-,6,6,26,
253,,,leather golem,S_GOLEM,6,6,6,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_NEUTER|M2_HOSTILE,,3,-,-,-,7,7,37,
254,,,wood golem,S_GOLEM,7,3,4,0,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,0,MS_SILENT,MZ_LARGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_NEUTER|M2_HOSTILE,,3,-,-,-,8,8,50,
255,,,flesh golem,S_GOLEM,9,8,9,30,0,1,"ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1400,600,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID,M2_HOSTILE|M2_STRONG,,1,-,-,-,10,10,132,MR_FIRE=60|MR_COLD=60|MR_SLEEP=60|MR_ELEC=60|MR_POISON=60
256,,,clay golem,S_GOLEM,11,7,7,40,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1550,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,3,-,-,-,12,12,183,
257,,,stone golem,S_GOLEM,14,6,5,50,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,3,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1900,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_STONE,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,7,-,-,-,15,15,261,
258,,,glass golem,S_GOLEM,16,6,1,50,0,G_NOCORPSE|1,"ATTK(AT_CLAW,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1800,0,MS_SILENT,MZ_LARGE,MR_SLEEP|MR_POISON|MR_ACID,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE,M2_HOSTILE|M2_STRONG,,6,-,-,-,18,18,313,
259,,,iron golem,S_GOLEM,18,6,3,60,0,G_NOCORPSE|1,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_BREA,AD_DRST,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2000,0,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_THICK_HIDE|M1_POIS,M2_HOSTILE|M2_STRONG|M2_COLLECT,,6,-,-,-,22,22,455,
260,,,human,S_HUMAN,0,12,10,0,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,-,-,2,2,6,
261,,,wererat,S_HUMAN,2,12,10,10,-7,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_WERE|M2_HUMAN|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,3,-,-,-,3,3,10,
262,,,werejackal,S_HUMAN,2,12,10,10,-7,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_WERE|M2_HUMAN|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,1,-,-,-,3,3,10,
263,,,werewolf,S_HUMAN,5,12,10,20,-7,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_WERE,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_REGEN|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_WERE|M2_HUMAN|M2_HOSTILE|M2_COLLECT,M3_INFRAVISIBLE,9,-,-,-,6,6,31,
